,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
70,indhlest_,"Semenjak WFH, mendadak banyak form2 majke yg harus di isi... Entah apalah ",2020-05-29 08:29:52+00:00,0,0,,
71,ndanindra,WFH =work from hotel cocokkkk,2020-05-29 08:26:47+00:00,0,0,,
72,sonnsonia,bener2 efek WFH ya kakanyaaaa hahahaha ,2020-05-29 08:19:01+00:00,0,0,,
73,Ranitalikaa,"Minggu ke-10. Kalo diberlakukan new normal, bakal kangen WFH ",2020-05-29 07:51:15+00:00,0,0,,
74,aydonaww,"Wfh tapi Adyul minta dikelonin mulu, hmm tau aje ye mamaknya lagi mager trs besok weekend.",2020-05-29 07:46:34+00:00,0,0,,
75,malononitrile,Olahraga lippp di http://www.chloeting.com wkwkwkwk gue pake itu tu selama wfh,2020-05-29 07:44:17+00:00,0,1,,
76,rinisugiyati,"Dan sapa yg abis gedubragan 7 harian, 40 harian, sekarang gedubrakan pindah2an baju, buku, aneh2, lanjut manggil tukang benerin kran wastafel cucian piring, benerin fiber akoh jg Rempyongs amat wfh ini..... ",2020-05-29 07:28:58+00:00,0,0,,
77,IppuL_31,Kangen masuk kerja lagi malah cape WFH,2020-05-29 07:15:05+00:00,0,0,,
78,anisyaparasayu,Per 2 Juni jam kerja sampe jam 4 sore aja tapi tetep ada WFH ganti2an.Kebetulan dari akhir tahun 2019 emg udh pake sistem absen foto saat dateng &amp; pulang.Jadi nnti pas WFH wajib absen juga ,2020-05-29 07:15:02+00:00,0,0,,
79,jayanti_manap,Kantor udah share kuesioner soal New Normal dan efektifitas bekerja WFO dan WFH .Siap siap lah Nisanak dan Kisanak beli hoodie New Normal,2020-05-29 07:14:38+00:00,0,0,,
80,heycandra1,"Pernah dulu kepengen bisa kerja dr rumah, akhirnya terkabul dikasih WFH. Dan skrg udh mulai bosan dan tersirat ingin liburan, tapi saat melihat perjuangan Nakes yg ada di garda depan penanggulangan Pandemi seketika aku langsung malu rasanya @sehatAQUA #KebaikanDariRumah",2020-05-29 06:52:56+00:00,0,2,@sehatAQUA,#KebaikanDariRumah
81,Djana_tul,"Min, @pln_123 rumah saya juga barusan nih. Di Jakarta lohh. Masih jam WFH niihh Tuluuuung ",2020-05-29 06:51:45+00:00,0,1,@pln_123,
82,MardyRidha,Nah. Menurut gw yang mau dan terpaksa keluar ya silahkan. Namun gw keberatan dibilang WFH ongkang ongkang kaki. Jadi lakukanlah apa yg terbaik oleh masing-masing dengan penuh tanggung jawab. Terhadap diri sendiri dan orang sekitar kita. Do it properly and correctly. Itu saja.,2020-05-29 06:29:12+00:00,0,0,,
83,MardyRidha,"Kalau ada WFH yang nda ngapa2in, boleh info ke kami2 juggling antara work, kids, domestic works, and surviving. Enak juga kayaknya nda ngapa2in di gaji. Dua bulan ini blm pernah saya dengar orang WFH rebahan doang.",2020-05-29 06:18:54+00:00,0,1,,
84,listyatyaa,"Huhuhu tetep wfh nih mba rere, belum tau kapan mulai sekolah lagi. Sehat sehat ya buat kita semua ",2020-05-29 06:04:15+00:00,0,0,,
85,non_aana,Selama wfh waktu berkembang Biak jadi semakin intens,2020-05-29 05:33:35+00:00,1,1,,
86,memet_abd,"Oh iya, pantes. Pemerintah ga ngejelasin kayanya kenapa mereka milih untuk longgarin psbb. Yaa gua sih terima aja, karena gua pengen ngantor (bosen euy wfh, 1 2 hari okelah, 3 bulan mah huf) dan gua rakyat. Apalah aku yang cungpret ini.",2020-05-29 05:12:57+00:00,0,0,,
87,dido_myname,"Selama blm ada vaksin. Sudah lupakan saja yg namanya Pariwisata atau aktifitas diluar ruangan. Kerja aja disuruh atau diutamakan WFH, tp pariwisata dan mall dibuka. Kl dibuat pemograman komputer, hasilnya cm error aja ",2020-05-29 05:10:18+00:00,0,0,,
91,memet_abd,"Jadi gimana psbb? Masih di rumah? Semoga semuanya sehat sehat aja ya. Dari awal adanya psbb gua pikir kita, sebagai negara, emang gabisa di kasih aturan yang hanya ‘himbauan’ sih. Faktor utamanya: ekonomi. Duit ga ada -> harus kerja -> gabisa wfh -&gt; kerja di luar. Oke make sense.",2020-05-29 04:32:17+00:00,1,0,,
92,Dyaohoy,"Lagi mikir ini Disney+ keren ya bisa bikin channel sendiri. Filmnya cocok utk gw, anak kecil yg terjebuck di kehidupan org dewasa Mau langganan tp belom bisa. Keburu wfh kelar ini wey.",2020-05-29 04:18:06+00:00,0,0,,
93,sabilaqis,"Lagi cuti bukan wfh, napasi masih di ganggu aja aing. ",2020-05-29 04:03:25+00:00,0,0,,
94,mpoetmpoet_an,Gak ada itu yg namanya WFH. G ada yng namanya new normal. Lha aku kerja masin on schedule ada g ada covid sama aja ,2020-05-29 03:52:55+00:00,0,0,,
95,ewin8923,"3 bln dr bln maret full wfh gk berani kmn2 cm di kost, tiket pp buat mudik ke Jogja sengaja di batalin buat yg di kampung aman, kluar cm bl keperluan slbhnya online trs tiba2 ada berita boleh masuk jlt dgn syarat tertentu smpe 7 juni itu perasaanku lgsg AMBYAAAR ",2020-05-29 03:44:10+00:00,0,0,,
96,Anglesolihin,WFH Work From Hiyaah,2020-05-29 03:14:06+00:00,0,0,,
97,AmandaRahmadani,"Anak2 asisten ini so sweet amat, asisten eug (baik & rajin) lagi jadwal WFH, trus asisten tim lain jam segini ngecek meja eug, memastikan eug udah dapat sarapan belum (buah &amp; susu). Padahal udah masuk perut itu buahnya. Small stuff that matters. Appreciate!",2020-05-29 03:12:51+00:00,0,0,,
98,MikiRingan,AKU BOSAN WFH!!!!!,2020-05-29 02:58:40+00:00,0,0,,
99,Halimos15,"Gua udah 2 bulan WFH ka, sampe bosen aing libur wkwk",2020-05-29 02:08:59+00:00,0,0,,
15,myllur,#Runstreak Day 667 - Month 22 - Year 02 Day 74 of PhysicalDistancing ( woke up ... my BP ok normal ... able to run 3+K in the afternoon ) . . #myThursday3KRun #runstreak #myThursday2milesRun #WFH #runeveryday… https://www.instagram.com/p/CAvQUqQA3SB/?igshid=jks4524npf2y,2020-05-28 16:32:28+00:00,0,0,,#Runstreak #myThursday3KRun #runstreak #myThursday2milesRun #WFH #runeveryday
16,gufron7_Jr,"Semenjak #WFH saldonya utuh min, yg boncos malah saldo shopee pay @ShopeeID ",2020-05-28 13:18:30+00:00,0,0,@ShopeeID,#WFH
19,Silentbeardy,Ekspresi abis di????? .... jawab yuk hehehe #staycation #WFH #wfhbukanliburan – at Yello Manggarai,2020-05-27 23:58:13+00:00,1,10,,#staycation #WFH #wfhbukanliburan
20,myllur,#Runstreak Day 666 - Month 22 - Year 02 Day 73 of PhysicalDistancing ( woke up ... my BP ok normal ... able to run 5+K in the afternoon ) . . #myWednesday5KRun #runstreak #myWednesday3milesRun #WFH #runeveryday… https://www.instagram.com/p/CAtOSiHg8Cy/?igshid=z5gp7bez9kwb,2020-05-27 21:36:12+00:00,0,0,,#Runstreak #myWednesday5KRun #runstreak #myWednesday3milesRun #WFH #runeveryday
21,myllur,#Runstreak Day 665 - Month 22 - Year 02 Day 72 of PhysicalDistancing ( woke up ... my BP ok normal ... able to run 5+K in the afternoon ) . . #myTuesday5KRun #runstreak #myTuesday3milesRun #WFH #runeveryday… https://www.instagram.com/p/CAqFJfAgfzR/?igshid=zdux5wekgquf,2020-05-26 16:18:36+00:00,0,0,,#Runstreak #myTuesday5KRun #runstreak #myTuesday3milesRun #WFH #runeveryday
23,JasaBuat,"Front End + Back End = Full stack Developer #JasaBuatWebsite #Google #webdeveloper #coding #programmer #webdesign #dirumahaja #WFH @BUAT WEB ID, Jasa Pembuatan Website Murah Profesional Terpercaya https://www.instagram.com/p/CApo9URn8ZM/?igshid=as3a1wcffxbx",2020-05-26 12:12:19+00:00,1,2,,#JasaBuatWebsite #Google #webdeveloper #coding #programmer #webdesign #dirumahaja #dirumahaja #WFH
24,FarDyah,Kalo masih panjang #WFH gw mulai considering buat proper #WorkSpaceAtHome nih ,2020-05-26 10:42:01+00:00,0,0,,#WFH #WorkSpaceAtHome
25,wahyukencono,"Sejak awal ada kampanye #wfh dan #StayAtHome ,saya tetap WFO pakai @commuterline slm hampir 3 bln ini, krn jenis pekerjaanku. Walau begitu saya sll #JagaJarak #pakaimasker #CUCITANGAN Ketika akan ada #NewNormal, semoga tubuh saya sdh ada antibodi selama ini. Amin God Bless Us",2020-05-26 10:34:38+00:00,0,2,@CommuterLine,#wfh #StayAtHome #StayAtHome #JagaJarak #JagaJarak #pakaimasker #CUCITANGAN #NewNormal
27,tulussendiko,Manjangin rambut waktu #WFH #PSBB,2020-05-26 04:02:12+00:00,0,2,,#WFH #PSBB
28,benygerson," ""blessing in disguise"" : genap 30 hari puasa intermittent, 16-18 jam puasa per hari, bisa begini gara2 pandemic corona yang paksa #wfh",2020-05-25 15:01:22+00:00,0,0,,#wfh
29,ibnukharisgo,Dear all: Kula ngaturaken Sugeng Riyadi~ Sedoyo lepat nyuwun pangapunten nggiih #dirumahsaja #lebarandirumahsaja #wfh #idulfitridirumahsaja @Dirumah Aja https://www.instagram.com/p/CAmiKduA5Jt/?igshid=1h4obosbbjy38,2020-05-25 07:15:11+00:00,0,0,,#dirumahsaja #dirumahsaja #lebarandirumahsaja #wfh #idulfitridirumahsaja
30,RiaTumimomor,Cita-cita sih ingin suatu hari nanti liat aurora... ⁣ Tapi baru mencium aroma promo makanan dan minuman lupa sudah niatan beraurorah...⁣ ⁣ Jadi untuk saat ini #watercoloring saja lah ya dulu selagi #wfh ⁣ #art… https://www.instagram.com/p/CAkGbA5gMyf/?igshid=1wu2snkn0vsc3,2020-05-24 08:34:18+00:00,0,0,,#watercoloring #wfh #art
34,KhansaTrader,"Taqobalallahu Minna Wa Minkum, Selamat Hari Raya Idul Fitri 1441 H. #WFH #DirumahAja #Lebaran2020 #Lebaran #COVID19",2020-05-23 12:32:46+00:00,0,0,,#WFH #DirumahAja #DirumahAja #Lebaran2020 #Lebaran #COVID19
35,JasaBuat,So Let Mercy Come and Wash Away For What I've Done. Taqobalallahu Minna Wa Minkum. Happy Eid Mubarak 1441 H #eidmubarak #lebaran #WFH #dirumahaja #webdeveloper #Webdesign @Web Hosting Indonesia https://www.instagram.com/p/CAh0HriH0T9/?igshid=9dvvflgs566n,2020-05-23 11:15:52+00:00,1,1,,#eidmubarak #lebaran #WFH #dirumahaja #dirumahaja #webdeveloper #Webdesign
36,KhansaTrader,"Profit this week, Join GRATIS Telegram Channel http://bit.ly/KTraderSignal #WFH #DirumahAja #dirumahsaja #Forex #Trading #Lebaran2020 #lebaran",2020-05-23 09:28:30+00:00,1,1,,#WFH #DirumahAja #DirumahAja #dirumahsaja #dirumahsaja #Forex #Trading #Lebaran2020 #lebaran
37,LutfiMaulana52,Kegabutan #artvsartist2020 #art #digitalart #originalcaharacter #ibispaintx #illustrator #wfh #staysafe #staystrong @Cilangkap Jakarta Timur https://www.instagram.com/p/CAgNPGMB0SG/?igshid=ppxbls7sm9wz,2020-05-22 20:16:52+00:00,0,1,,#artvsartist2020 #art #digitalart #originalcaharacter #ibispaintx #illustrator #wfh #staysafe #staystrong
38,vetti_rina,Lumayan juga #WFH dapat beberapa sertifikat ,2020-05-22 10:03:11+00:00,0,0,,#WFH
39,timomuse,"He is my Savior, my refuge, and strength! . . Doing #WFH #WorshipFromHome with @tomkuu . In this pandemic time, i’ve learned that everything in this world is nothing, but the promises of God will always be here… https://www.instagram.com/p/CAc_6XrBiNq/?igshid=frpw62s0nsdw",2020-05-21 14:23:18+00:00,0,0,@tomkuu,#WFH #WorshipFromHome
41,myllur,#Runstreak Day 660 - Month 22 - Year 02 Ascension Day Day 67 of PhysicalDistancing ( woke up ... my BP ok normal ... able to run 3+K in the afternoon ) . . #myThursday3KRun #runstreak #myThursday2milesRun #WFH… https://www.instagram.com/p/CAcld7CAtcV/?igshid=1k6toospylmr,2020-05-21 10:31:39+00:00,0,0,,#Runstreak #myThursday3KRun #runstreak #myThursday2milesRun #WFH
42,RifaiEcoracing,https://www.sinergy-support.com/V8MTK/ mau? Klik aja linknya #bisnisdarirumah #covid19 #wfh @Pusat pendaftaran ecoracing https://www.instagram.com/p/CAbrrxxB4b8/?igshid=sdse3xd8vfn4,2020-05-21 02:06:44+00:00,0,0,,#bisnisdarirumah #covid19 #wfh
44,JasaBuat,Jasa Buat Website Terbaik Di Indonesia. Menyediakan fitur premium bagi Anda yang ingin memiliki websitw yang ingin bersaing di dunia digital #webdesign #webdeveloper #JasaBuatWebsite #jasabuatweb #WFH #dirumahaja @… https://www.instagram.com/p/CAZS_QOHkGF/?igshid=1og7gxhce4b5v,2020-05-20 03:52:26+00:00,1,1,,#webdesign #webdeveloper #JasaBuatWebsite #jasabuatweb #WFH #dirumahaja #dirumahaja
45,JasaBuat,Jasa Buat Website Terbaik Di Indonesia. Menyediakan fitur premium bagi Anda yang ingin memiliki websitw yang ingin bersaing di dunia digital #webdesign #webdeveloper #JasaBuatWebsite #jasabuatweb #WFH #dirumahaja @… https://www.instagram.com/p/CAZSkxAHW8E/?igshid=woqwp6x837xc,2020-05-20 03:48:50+00:00,1,1,,#webdesign #webdeveloper #JasaBuatWebsite #jasabuatweb #WFH #dirumahaja #dirumahaja
46,JasaBuat,Jasa Buat Website Terbaik Di Indonesia. Menyediakan fitur premium bagi Anda yang ingin memiliki websitw yang ingin bersaing di dunia digital #webdesign #webdeveloper #JasaBuatWebsite #jasabuatweb #WFH #dirumahaja @… https://www.instagram.com/p/CAZSgxJnOvt/?igshid=18xus6q0emij,2020-05-20 03:48:17+00:00,1,1,,#webdesign #webdeveloper #JasaBuatWebsite #jasabuatweb #WFH #dirumahaja #dirumahaja
47,JasaBuat,Jasa Buat Website Terbaik Di Indonesia. Menyediakan fitur premium bagi Anda yang ingin memiliki websitw yang ingin bersaing di dunia digital #webdesign #webdeveloper #JasaBuatWebsite #jasabuatweb #WFH #dirumahaja @… https://www.instagram.com/p/CAZSZbOHz-V/?igshid=5pmg6bi3vg3,2020-05-20 03:47:16+00:00,1,1,,#webdesign #webdeveloper #JasaBuatWebsite #jasabuatweb #WFH #dirumahaja #dirumahaja
48,myllur,Day 658 - Month 22 - Year 02 Day 65 of PhysicalDistancing ( woke up ... my BP ok normal ... 2 classes with MS TEAMS ... able to run 3+K in the afternoon ) . . #myTuesday3KRun #runstreak #myTuesday2milesRun #WFH… https://www.instagram.com/p/CAYH4nzgYYS/?igshid=15zzpqcwe2wui,2020-05-19 16:56:11+00:00,0,0,,#myTuesday3KRun #runstreak #myTuesday2milesRun #WFH
50,Okasaputra13,WFH bantu istri nyuci di rumah #dirumahaja #wfh #mekarsari #rajeg #pasarkemis #tangerangkabupaten #banten #indonesia @Mekarsari https://www.instagram.com/p/CAXLn5SnwITcii8nlJYB-5uaOIzEP2C09r561E0/?igshid=vhcgt7r2zzgr,2020-05-19 08:09:37+00:00,0,0,,#dirumahaja #dirumahaja #wfh #mekarsari #rajeg #pasarkemis #tangerangkabupaten #banten #indonesia
51,Okasaputra13,WFH nya bantu istri nyuci #dirumahaja #wfh #rajeg #mekarsari #pasarkemis #tangerangkabupaten #banten #indonesia @Mekarsari https://www.instagram.com/p/CAXIhN0HhoJiURD4o18X0msVhQy5_LUxexVC2E0/?igshid=a6t5hzvzg2w3,2020-05-19 07:42:29+00:00,0,0,,#dirumahaja #dirumahaja #wfh #rajeg #mekarsari #pasarkemis #tangerangkabupaten #banten #indonesia
52,craighansennz,"Thank you to the champion educators learning about social media together with millennia21ca and @craighansennz #lfh #wfh #merdekabelajar #uard @craighansennz @craighansennz @craighansennz @Jakarta, Indonesia https://www.instagram.com/p/CAXFcjWlytK/?igshid=1obfzz95ustwe",2020-05-19 07:15:38+00:00,0,1,@craighansennz @craighansennz @craighansennz @craighansennz,#lfh #wfh #merdekabelajar #uard
53,Okasaputra13,Mesin cuci mati mungkin dia kena korona #dirumahaja #wfh #ramadan #mekarsari #rajeg #tangerangkabupaten #banten #indonesia @Mekarsari https://www.instagram.com/p/CAWsr3TH_amRMgVX8j2SVItvqvyKDtJR71gB4Y0/?igshid=1x123nwb8aarf,2020-05-19 03:39:16+00:00,0,0,,#dirumahaja #dirumahaja #wfh #ramadan #mekarsari #rajeg #tangerangkabupaten #banten #indonesia
55,RiaTumimomor,#wfh with family ,2020-05-18 15:11:22+00:00,0,0,,#wfh
56,RiaTumimomor,"Prestasi nirfaedah selama #wfh adl menangkap clurut yg kejebak di bak mandi yg kosong. Kl ketauan emak; pasti dia maunya lgsg siram sm air panas. akhirnya gw sirem air dingin, bikin capek clurutnya, lalu pungut dgn tangan dilapisin plastik. Baru dilepas keluar... #dirumahaja – at Menteng",2020-05-18 13:04:42+00:00,0,0,,#wfh #dirumahaja #dirumahaja
58,efita31_,https://www.instagram.com/tv/CAUIouYnY5-/?igshid=y022slx75idm #lokerjakarta #lokerterbaru #infolowongankerja #lokerindonesia #bisnisonline #carikerja #lokerbandung #lowongankerjajakarta #lokerjabodetabek #lokersurabaya #lokermedan #peluangbisnis #lokertangerang #infokerja #bhfyp #phk #covid19 #wfh #samasamadirumah,2020-05-18 09:41:49+00:00,0,0,,#lokerjakarta #lokerterbaru #infolowongankerja #lokerindonesia #bisnisonline #carikerja #lokerbandung #lowongankerjajakarta #lokerjabodetabek #lokersurabaya #lokermedan #peluangbisnis #lokertangerang #infokerja #bhfyp #phk #covid19 #wfh #samasamadirumah
59,omith,"Pening jg sehari ada 5 concall. Ngantuk tak tertahankan, blom ada ide masak apa buat buka puasa nih. Haha #WFH",2020-05-18 09:37:31+00:00,0,0,,#WFH
60,infokost,Jangan bosen belanja online ya gan/sis. PM untuk detailnya. #DiRumahAja #wfh #PSBB #belanjaonline #gan #sis #anakkost #loeguengekos #infokostid #infokost,2020-05-18 07:10:33+00:00,0,1,,#DiRumahAja #DiRumahAja #wfh #PSBB #belanjaonline #gan #sis #anakkost #loeguengekos #infokostid #infokost
61,aar_yazuar,work at home #WFH with aqila_anggoro bunga7910 @Kebayoran Garden https://www.instagram.com/p/CAURgu5gq58/?igshid=1x01p71nghh4d,2020-05-18 05:03:21+00:00,0,0,,#WFH
62,nyokristianto,"go away corona! i am #wfh to stop the virus chain. Stay safe, stay health friends! Thank you jvmusiksoundsystem turntable nya dah sampe. wiwin811 @Jakarta, Indonesia https://www.instagram.com/p/CAUBjLTlbBU/?igshid=apmiv4j8k8bg",2020-05-18 02:43:51+00:00,0,0,,#wfh
63,amiaaza,"Salah satu hikmah #wfh saat ini jadi punya tukang cukur pribadi, selama wfh ini sdh 2 kali di cukurnya, seneng banget deh klo pas lagi cukurin abi-nya rumantiii #cukur #dirumahaja #love #bahagiadirumah #ibadah… https://www.instagram.com/p/CASojJun5tS/?igshid=1wk116u88hwpd",2020-05-17 13:46:12+00:00,0,0,,#wfh #cukur #dirumahaja #dirumahaja #love #bahagiadirumah #ibadah
64,aldyrizkif21,"Alhamdulillah selama bekerja baru 2 perusahaan dibikin nyaman dalam bekerja, terakhir sekarang id card dipojok kanan heheheh, semua berproses dari bukan apa"" jadi sekarang minimal ada perubahan #job #wfh @Jakarta,… https://www.instagram.com/p/CARxbSEhQmo/?igshid=1gjyn5xgyf1ph",2020-05-17 05:44:30+00:00,0,0,,#job #wfh
65,banglukas_wib,".. kita mah masih pokus dimarih.. ngeramu bumbu #oblokbebekayamkampung @banglukas_wib buat persiapan dijadiin frozen. . #chefbanglukas #wfh #dirumahaja @Cipadu-larangan,tangerang https://www.instagram.com/p/CARv67dHEcw/?igshid=ok84ybef25jv",2020-05-17 05:31:20+00:00,0,0,@banglukas_wib,#oblokbebekayamkampung #chefbanglukas #wfh #dirumahaja #dirumahaja
66,RiaTumimomor,"Kegiatan #watercoloring yang mulai digiatkan lagi selagi masa #wfh ⁣ Masa awal memulai kegiatan ini, asal pakai kertas. Baru akhirnya mengerti kalau ada beberapa jenis kertas. Kudu belajar mana yang cocok untuk… https://www.instagram.com/p/CARq-2ggJ0I/?igshid=1dnhefk2erasw",2020-05-17 04:48:11+00:00,0,0,,#watercoloring #wfh
67,myllur,Day 655 - Month 22 - Year 02 Day 62 of PhysicalDistancing ( woke up ... my BP ok normal ... able to run 3+K in the afternoon ) . . #mySaturday3KRun #runstreak #mySaturday2milesRun #WFH #runeveryday #charitymiles… https://www.instagram.com/p/CAQVXVfg3Mr/?igshid=155v1ylv7yram,2020-05-16 16:20:04+00:00,0,0,,#mySaturday3KRun #runstreak #mySaturday2milesRun #WFH #runeveryday #charitymiles
68,KhansaTrader,Profit this week #WFH #DirumahAja #CariUangDariRumah #FreeSignal,2020-05-16 06:09:24+00:00,0,1,,#WFH #DirumahAja #DirumahAja #CariUangDariRumah #FreeSignal
69,banglukas_wib,".. Bismillaah... hari ini menyiapkan orderan 2 porsi/ekor oblok bebek @banglukas_wib . #chefbanglukas #oblokbebekayamkampung #wfh #dirumahaja #pejuangkeluarga @Cipadu-larangan,tangerang https://www.instagram.com/p/CAO3w1WHAGJ/?igshid=1igx9ahwkq92",2020-05-16 02:42:09+00:00,0,0,@banglukas_wib,#chefbanglukas #oblokbebekayamkampung #wfh #dirumahaja #dirumahaja #pejuangkeluarga
70,LaundryCling,"Staff & Karyawan . Mereka adalah aset berharga perusahaan. Maka menjaga mereka tetap sehat adalah keharusan . Dimasa pandemi seperti saat ini, mayoritas aktivitas perkantoran ditiadakan dgn diganti #wfh . Akan… https://www.instagram.com/p/CAOq5roBwOc/?igshid=su9c6fpy94o0",2020-05-16 00:49:45+00:00,0,0,,#wfh
71,LaundryCling,"Staff & Karyawan . Mereka adalah aset berharga perusahaan. Maka menjaga mereka tetap sehat adalah keharusan . Dimasa pandemi seperti saat ini, mayoritas aktivitas perkantoran ditiadakan dgn diganti #wfh . Akan… https://www.instagram.com/p/CAOqlQhh8Rj/?igshid=1jmx8e65qxzeo",2020-05-16 00:46:58+00:00,0,0,,#wfh
72,Rendy_rambo,"Make #wfh fun, with my hobbies. #stayhome #StaySafe #telinkeepsyouconnected #stayconnected @Telin_Official What ur hobbies guys @dioyusufel @syam_hidayat @IpuL07jr",2020-05-15 13:20:00+00:00,0,4,@Telin_Official @dioyusufel @syam_hidayat @IpuL07jr,#wfh #stayhome #stayhome #StaySafe #telinkeepsyouconnected #stayconnected
73,Rendy_rambo,"Make #wfh fun, with my hobbies. #stayhome #StaySafe #telikeepsyouconnected #stayconnected @Telin_Official What ur hobbies guys @putraramadani @widjaya_adjie @zhgargar",2020-05-15 13:10:43+00:00,0,2,@Telin_Official @putraramadani @widjaya_adjie @zhgargar,#wfh #stayhome #stayhome #StaySafe #telikeepsyouconnected #stayconnected
74,ekalaelatussifa,Karna orang-orang mulai rame-rame keluar dari rumah gantian aku yang #dirumahaja #Wfh bantuiin buat pesenan kripik pisang dan aneka kue nya... Yuk yang mau pesen masih ditunggu ya..untuk pengambilan bisa… https://www.instagram.com/p/CAMuIhJn6OY/?igshid=17nnb4c8f9qa4,2020-05-15 06:39:31+00:00,0,0,,#dirumahaja #dirumahaja #Wfh
75,Rendy_rambo,cardboard man Activity with kids when #WFH #StayHome #StaySafe #telinkeepsyouconnected #telinkeepyouconnected #stayconnected @Telin_Official Tell ur activity guys @AnggiSafhitri @zhgargar @adjiewidjaya936,2020-05-15 06:11:44+00:00,0,3,@Telin_Official @AnggiSafhitri @zhgargar @adjiewidjaya936,#WFH #StayHome #StayHome #StaySafe #telinkeepsyouconnected #telinkeepyouconnected #stayconnected
76,Rendy_rambo,cardboard man Activity with kids when #WFH #StayHome #StaySafe #telinkeepsyouconnect #telinkeepyouconnect #stayconnected @Telin_Official Tell ur activity guys @AnggiSafhitri @zhgargar @adjiewidjaya936,2020-05-15 05:59:27+00:00,0,3,@Telin_Official @AnggiSafhitri @zhgargar @adjiewidjaya936,#WFH #StayHome #StayHome #StaySafe #telinkeepsyouconnect #telinkeepyouconnect #stayconnected
77,cathysilaen,"#Repost pwk_itsb (@get_repost) ・・・ STUDIO 2020, THE FINALE! . Akhirnya setelah menempuh perjalanan panjang, ditambah dengan cobaan wabah pandemik #COVID19 yang memaksa semua untuk #WFH dan #studiofromhome, tiba… https://www.instagram.com/p/CAMSiRyBpCE/?igshid=1e64eb9qwcyw5",2020-05-15 02:38:22+00:00,0,0,@get_repost,#Repost #COVID19 #WFH #studiofromhome
79,SuwitoKatamsi,"Demi bumi dan segala isinya, aku rindu.. . . #womenesia #indophotography #dirumahaja #wfh #hijab #moodygrey #jagungmanis",2020-05-15 01:22:34+00:00,0,0,,#womenesia #indophotography #dirumahaja #dirumahaja #wfh #hijab #moodygrey #jagungmanis
80,myllur,Day 653 - Month 22 - Year 02 Day 60 of PhysicalDistancing ( woke up ... my BP ok normal ... able to run 3+K in the late afternoon ) . . #myThursday3KRun #runstreak #myThursday2milesRun #WFH #runeveryday… https://www.instagram.com/p/CAKsIW6g3L8/?igshid=9qn8g0h3m1bp,2020-05-14 11:43:32+00:00,0,0,,#myThursday3KRun #runstreak #myThursday2milesRun #WFH #runeveryday
81,uthedeni,"Rasa rasanya kita mah ga bosen di rumah terus, sudah terbiasa dirumah soalnya!!!... Tapi Boong!!! #dirumahaja #diujungramadhan #ramadhandirumahaja #ramadhankareem #ramadhandancorona #wfh #mylifeismyfamily… https://www.instagram.com/p/CAKZVIsFDRT/?igshid=a4h3vjd4nqlh",2020-05-14 08:59:14+00:00,0,0,,#dirumahaja #dirumahaja #diujungramadhan #ramadhandirumahaja #ramadhankareem #ramadhandancorona #wfh #mylifeismyfamily
82,tyamiaow,"#WFH trnyta ada sisi positifnya, gw jd mau ke dapur, apa aja pengen dimasak or dibuat , sblm2nya boro, mau nyaa tinggal makan or beli ",2020-05-14 08:08:39+00:00,0,0,,#WFH
83,dessiinatalia,"Udah mirip kimtaehee99 belom nih? Lol #justforfun . . . . . #samasamadirumah #dirumahaja #wfh #quarantine #quarantinelife #stayhome #stayathome @Jakarta, Indonesia https://www.instagram.com/p/CAKTL2fngaB/?igshid=1ccyv9zggilib",2020-05-14 08:05:34+00:00,0,0,,#justforfun #samasamadirumah #dirumahaja #dirumahaja #wfh #quarantine #quarantinelife #stayhome #stayhome #stayathome #stayathome
84,alriupassa,"Photo kenangan wabah . . #latepost #wfh #covid19 #selfie #covid19indonesia #dirumahaja #pakaimasker #jagajarak #socialdistancing @Jakarta, Indonesia https://www.instagram.com/p/CAJ8ymBDQHT/?igshid=1t6peymempvu3",2020-05-14 04:49:53+00:00,0,1,,#latepost #wfh #covid19 #selfie #covid19indonesia #dirumahaja #dirumahaja #pakaimasker #jagajarak #jagajarak #socialdistancing
85,hendra_ns,"Jangan biarkan mobil Anda diam dan butek di garasi selama #WFH Sesekali perlu diajak jalan, supaya otot tetap segar. Mandi? Ya, sama seperti manusia, mobil juga perlu mandi dan dibersihkan. Mencegah karat awal dan… https://www.instagram.com/p/CAJ5Y8hglmt/?igshid=grp58ppj2tgw",2020-05-14 04:25:58+00:00,0,0,,#WFH
86,RiaTumimomor,Jakarta 2 years ago from above... happy moments with friends *and meals* ⁣ #byt_free #beyootee #byt_highanglebebas #wfh #jakarta #socialdistancing #skye56 #friendship #physicaldistancing #intimeofcorona… https://www.instagram.com/p/CAJwcBuAp62/?igshid=1sbst1v9l55c3,2020-05-14 03:01:56+00:00,0,0,,#byt_free #beyootee #byt_highanglebebas #wfh #jakarta #socialdistancing #skye56 #friendship #physicaldistancing #intimeofcorona
87,ndryagustina,#WFH paling tidak produktif sepanjang masa #COVID-19 ,2020-05-13 14:22:44+00:00,0,0,,#WFH #COVID
88,xviskarx,"#NewProfilePic imbas #WFH kumis, jenggot dan takujeng pun lebat ",2020-05-13 11:29:39+00:00,0,1,,#NewProfilePic #WFH
